date,state,cases
11/04/2020,MT,796
11/05/2020,MT,1013
11/06/2020,MT,979
11/07/2020,MT,1001
11/08/2020,MT,731
11/09/2020,MT,374
11/10/2020,MT,1098
11/11/2020,MT,919
11/12/2020,MT,961
11/13/2020,MT,1213
11/14/2020,MT,1642
11/15/2020,MT,1272
11/16/2020,MT,869
11/17/2020,MT,1371
11/18/2020,MT,1184
11/19/2020,MT,1236
11/20/2020,MT,1475
11/21/2020,MT,1249
11/22/2020,MT,1138
11/23/2020,MT,701
11/24/2020,MT,1123
11/25/2020,MT,1061
11/26/2020,MT,1117
11/27/2020,MT,114
11/28/2020,MT,1049
11/29/2020,MT,956
11/30/2020,MT,397
12/01/2020,MT,1007
12/02/2020,MT,1135
12/03/2020,MT,782
12/04/2020,MT,1314
12/05/2020,MT,633
12/06/2020,MT,806
12/07/2020,MT,716
12/08/2020,MT,755
01/22/2020,ME,0
01/23/2020,ME,0
01/24/2020,ME,0
01/25/2020,ME,0
01/26/2020,ME,0
01/27/2020,ME,0
01/28/2020,ME,0
01/29/2020,ME,0
01/30/2020,ME,0
01/31/2020,ME,0
02/01/2020,ME,0
02/02/2020,ME,0
02/03/2020,ME,0
02/04/2020,ME,0
02/05/2020,ME,0
02/06/2020,ME,0
02/07/2020,ME,0
02/08/2020,ME,0
02/09/2020,ME,0
02/10/2020,ME,0
02/11/2020,ME,0
02/12/2020,ME,0
02/13/2020,ME,0
02/14/2020,ME,0
02/15/2020,ME,0
02/16/2020,ME,0
02/17/2020,ME,0
02/18/2020,ME,0
02/19/2020,ME,0
02/20/2020,ME,0
02/21/2020,ME,0
02/22/2020,ME,0
02/23/2020,ME,0
02/24/2020,ME,0
02/25/2020,ME,0
02/26/2020,ME,0
02/27/2020,ME,0
02/28/2020,ME,0
02/29/2020,ME,0
03/01/2020,ME,0
03/02/2020,ME,0
03/03/2020,ME,0
03/04/2020,ME,0
03/05/2020,ME,0
03/06/2020,ME,0
03/07/2020,ME,0
03/08/2020,ME,0
03/09/2020,ME,0
03/10/2020,ME,0
03/11/2020,ME,0
03/12/2020,ME,1
03/13/2020,ME,0
03/14/2020,ME,4
03/15/2020,ME,9
03/16/2020,ME,5
03/17/2020,ME,13
03/18/2020,ME,12
03/19/2020,ME,8
03/20/2020,ME,4
03/21/2020,ME,14
03/22/2020,ME,23
03/23/2020,ME,16
03/24/2020,ME,9
03/25/2020,ME,29
03/26/2020,ME,8
03/27/2020,ME,13
03/28/2020,ME,43
03/29/2020,ME,42
03/30/2020,ME,50
03/31/2020,ME,0
04/01/2020,ME,41
04/02/2020,ME,32
04/03/2020,ME,56
04/04/2020,ME,24
04/05/2020,ME,14
04/06/2020,ME,29
04/07/2020,ME,20
04/08/2020,ME,18
04/09/2020,ME,23
04/10/2020,ME,23
04/11/2020,ME,33
04/12/2020,ME,17
04/13/2020,ME,65
04/14/2020,ME,36
04/15/2020,ME,36
04/16/2020,ME,26
04/17/2020,ME,31
04/18/2020,ME,20
04/19/2020,ME,20
04/20/2020,ME,8
04/21/2020,ME,13
04/22/2020,ME,19
04/23/2020,ME,30
04/24/2020,ME,28
04/25/2020,ME,25
04/26/2020,ME,33
04/27/2020,ME,17
04/28/2020,ME,16
04/29/2020,ME,39
04/30/2020,ME,28
05/01/2020,ME,0
05/02/2020,ME,29
05/03/2020,ME,53
05/04/2020,ME,21
05/05/2020,ME,28
05/06/2020,ME,0
05/07/2020,ME,120
05/08/2020,ME,0
05/09/2020,ME,60
05/10/2020,ME,23
05/11/2020,ME,5
05/12/2020,ME,53
05/13/2020,ME,0
05/14/2020,ME,88
05/15/2020,ME,45
05/16/2020,ME,39
05/17/2020,ME,26
05/18/2020,ME,28
05/19/2020,ME,78
05/20/2020,ME,58
05/21/2020,ME,71
05/22/2020,ME,0
05/23/2020,ME,65
05/24/2020,ME,61
05/25/2020,ME,35
05/26/2020,ME,0
05/27/2020,ME,80
05/28/2020,ME,37
05/29/2020,ME,56
05/30/2020,ME,43
05/31/2020,ME,24
06/01/2020,ME,28
06/02/2020,ME,41
06/03/2020,ME,0
06/04/2020,ME,28
06/05/2020,ME,36
06/06/2020,ME,88
06/07/2020,ME,0
06/08/2020,ME,18
06/09/2020,ME,18
06/10/2020,ME,61
06/11/2020,ME,0
06/12/2020,ME,54
06/13/2020,ME,36
06/14/2020,ME,53
06/15/2020,ME,9
06/16/2020,ME,0
06/17/2020,ME,17
06/18/2020,ME,42
06/19/2020,ME,60
06/20/2020,ME,0
06/21/2020,ME,19
06/22/2020,ME,14
06/23/2020,ME,23
06/24/2020,ME,77
06/25/2020,ME,-1
06/26/2020,ME,32
06/27/2020,ME,89
06/28/2020,ME,30
06/29/2020,ME,31
06/30/2020,ME,42
07/01/2020,ME,34
07/02/2020,ME,0
07/03/2020,ME,69
07/04/2020,ME,0
07/05/2020,ME,26
07/06/2020,ME,17
07/07/2020,ME,20
07/08/2020,ME,26
07/09/2020,ME,13
07/10/2020,ME,0
07/11/2020,ME,40
07/12/2020,ME,19
07/13/2020,ME,8
07/14/2020,ME,12
07/15/2020,ME,20
07/16/2020,ME,38
07/17/2020,ME,8
07/18/2020,ME,2
07/19/2020,ME,65
07/20/2020,ME,0
07/21/2020,ME,11
07/22/2020,ME,15
07/23/2020,ME,21
07/24/2020,ME,-1
07/25/2020,ME,57
07/26/2020,ME,18
07/27/2020,ME,6
07/28/2020,ME,28
07/29/2020,ME,22
07/30/2020,ME,22
07/31/2020,ME,27
08/01/2020,ME,21
08/02/2020,ME,12
08/03/2020,ME,5
08/04/2020,ME,17
08/05/2020,ME,5
08/06/2020,ME,18
08/07/2020,ME,11
08/08/2020,ME,16
08/09/2020,ME,9
08/10/2020,ME,-1
08/11/2020,ME,19
08/12/2020,ME,20
08/13/2020,ME,26
08/14/2020,ME,29
08/15/2020,ME,24
08/16/2020,ME,29
08/17/2020,ME,16
08/18/2020,ME,22
08/19/2020,ME,18
08/20/2020,ME,32
08/21/2020,ME,31
08/22/2020,ME,19
08/23/2020,ME,21
08/24/2020,ME,13
08/25/2020,ME,21
08/26/2020,ME,26
08/27/2020,ME,21
08/28/2020,ME,-1
08/29/2020,ME,53
08/30/2020,ME,37
08/31/2020,ME,22
09/01/2020,ME,0
09/02/2020,ME,69
09/03/2020,ME,15
09/04/2020,ME,35
09/05/2020,ME,15
09/06/2020,ME,19
09/07/2020,ME,12
09/08/2020,ME,21
09/09/2020,ME,27
09/10/2020,ME,31
09/11/2020,ME,42
09/12/2020,ME,29
09/13/2020,ME,0
09/14/2020,ME,55
09/15/2020,ME,23
09/16/2020,ME,21
09/17/2020,ME,43
09/18/2020,ME,30
09/19/2020,ME,44
09/20/2020,ME,27
09/21/2020,ME,40
09/22/2020,ME,25
09/23/2020,ME,44
09/24/2020,ME,20
09/25/2020,ME,0
09/26/2020,ME,54
09/27/2020,ME,11
09/28/2020,ME,37
09/29/2020,ME,54
09/30/2020,ME,40
10/01/2020,ME,37
10/02/2020,ME,0
10/03/2020,ME,52
10/04/2020,ME,25
10/05/2020,ME,20
10/06/2020,ME,39
10/07/2020,ME,35
10/08/2020,ME,27
10/09/2020,ME,30
10/10/2020,ME,0
10/11/2020,ME,27
10/12/2020,ME,57
10/13/2020,ME,36
10/14/2020,ME,20
10/15/2020,ME,29
10/16/2020,ME,37
10/17/2020,ME,38
10/18/2020,ME,22
10/19/2020,ME,27
10/20/2020,ME,0
10/21/2020,ME,71
10/22/2020,ME,35
10/23/2020,ME,42
10/24/2020,ME,0
10/25/2020,ME,117
10/26/2020,ME,57
10/27/2020,ME,76
10/28/2020,ME,80
10/29/2020,ME,103
10/30/2020,ME,98
10/31/2020,ME,0
11/01/2020,ME,131
11/02/2020,ME,127
11/03/2020,ME,151
11/04/2020,ME,183
11/05/2020,ME,184
11/06/2020,ME,158
11/07/2020,ME,90
11/08/2020,ME,205
11/09/2020,ME,163
11/10/2020,ME,142
11/11/2020,ME,0
11/12/2020,ME,437
11/13/2020,ME,152
11/14/2020,ME,153
11/15/2020,ME,173
11/16/2020,ME,246
11/17/2020,ME,156
11/18/2020,ME,215
11/19/2020,ME,224
11/20/2020,ME,165
11/21/2020,ME,237
11/22/2020,ME,184
11/23/2020,ME,256
11/24/2020,ME,227
11/25/2020,ME,0
11/26/2020,ME,238
11/27/2020,ME,23
11/28/2020,ME,220
11/29/2020,ME,0
11/30/2020,ME,468
12/01/2020,ME,232
12/02/2020,ME,350
12/03/2020,ME,287
12/04/2020,ME,282
12/05/2020,ME,222
12/06/2020,ME,425
12/07/2020,ME,277
12/08/2020,ME,404
01/22/2020,DC,0
01/23/2020,DC,0
01/24/2020,DC,0
01/25/2020,DC,0
01/26/2020,DC,0
01/27/2020,DC,0
01/28/2020,DC,0
01/29/2020,DC,0
01/30/2020,DC,0
01/31/2020,DC,0
02/01/2020,DC,0
02/02/2020,DC,0
02/03/2020,DC,0
02/04/2020,DC,0
02/05/2020,DC,0
02/06/2020,DC,0
02/07/2020,DC,0
02/08/2020,DC,0
02/09/2020,DC,0
02/10/2020,DC,0
02/11/2020,DC,0
02/12/2020,DC,0
02/13/2020,DC,0
02/14/2020,DC,0
02/15/2020,DC,0
02/16/2020,DC,0
02/17/2020,DC,0
02/18/2020,DC,0
02/19/2020,DC,0
02/20/2020,DC,0
02/21/2020,DC,0
02/22/2020,DC,0
02/23/2020,DC,0
02/24/2020,DC,0
02/25/2020,DC,0
02/26/2020,DC,0
02/27/2020,DC,0
02/28/2020,DC,0
02/29/2020,DC,0
03/01/2020,DC,0
03/02/2020,DC,0
03/03/2020,DC,0
03/04/2020,DC,0
03/05/2020,DC,0
03/06/2020,DC,0
03/07/2020,DC,1
03/08/2020,DC,0
03/09/2020,DC,1
03/10/2020,DC,0
03/11/2020,DC,0
03/12/2020,DC,0
03/13/2020,DC,1
03/14/2020,DC,0
03/15/2020,DC,14
03/16/2020,DC,5
03/17/2020,DC,9
03/18/2020,DC,8
03/19/2020,DC,32
03/20/2020,DC,6
03/21/2020,DC,21
03/22/2020,DC,18
03/23/2020,DC,21
03/24/2020,DC,46
03/25/2020,DC,48
03/26/2020,DC,36
03/27/2020,DC,37
03/28/2020,DC,38
03/29/2020,DC,59
03/30/2020,DC,94
03/31/2020,DC,0
04/01/2020,DC,91
04/02/2020,DC,67
04/03/2020,DC,104
04/04/2020,DC,145
04/05/2020,DC,96
04/06/2020,DC,99
04/07/2020,DC,114
04/08/2020,DC,229
04/09/2020,DC,83
04/10/2020,DC,137
04/11/2020,DC,118
04/12/2020,DC,97
04/13/2020,DC,80
04/14/2020,DC,103
04/15/2020,DC,139
04/16/2020,DC,153
04/17/2020,DC,126
04/18/2020,DC,190
04/19/2020,DC,127
04/20/2020,DC,134
04/21/2020,DC,171
04/22/2020,DC,108
04/23/2020,DC,155
04/24/2020,DC,167
04/25/2020,DC,171
04/26/2020,DC,142
04/27/2020,DC,51
04/28/2020,DC,102
04/29/2020,DC,112
04/30/2020,DC,217
05/01/2020,DC,335
05/02/2020,DC,139
05/03/2020,DC,219
05/04/2020,DC,154
05/05/2020,DC,152
05/06/2020,DC,139
05/07/2020,DC,193
05/08/2020,DC,245
05/09/2020,DC,203
05/10/2020,DC,170
05/11/2020,DC,117
05/12/2020,DC,96
05/13/2020,DC,99
05/14/2020,DC,152
05/15/2020,DC,135
05/16/2020,DC,171
05/17/2020,DC,81
05/18/2020,DC,147
05/19/2020,DC,164
05/20/2020,DC,117
05/21/2020,DC,237
05/22/2020,DC,105
05/23/2020,DC,73
05/24/2020,DC,144
05/25/2020,DC,115
05/26/2020,DC,109
05/27/2020,DC,72
05/28/2020,DC,86
05/29/2020,DC,46
05/30/2020,DC,179
05/31/2020,DC,84
06/01/2020,DC,56
06/02/2020,DC,29
06/03/2020,DC,130
06/04/2020,DC,104
06/05/2020,DC,79
06/06/2020,DC,70
06/07/2020,DC,63
06/08/2020,DC,57
06/09/2020,DC,85
06/10/2020,DC,63
06/11/2020,DC,52
06/12/2020,DC,65
06/13/2020,DC,55
06/14/2020,DC,58
06/15/2020,DC,32
06/16/2020,DC,19
06/17/2020,DC,29
06/18/2020,DC,56
06/19/2020,DC,49
06/20/2020,DC,32
06/21/2020,DC,36
06/22/2020,DC,38
06/23/2020,DC,36
06/24/2020,DC,34
06/25/2020,DC,31
06/26/2020,DC,26
06/27/2020,DC,31
06/28/2020,DC,32
06/29/2020,DC,44
06/30/2020,DC,35
07/01/2020,DC,38
07/02/2020,DC,25
07/03/2020,DC,45
07/04/2020,DC,12
07/05/2020,DC,35
07/06/2020,DC,33
07/07/2020,DC,54
07/08/2020,DC,73
07/09/2020,DC,37
07/10/2020,DC,64
07/11/2020,DC,58
07/12/2020,DC,46
07/13/2020,DC,59
07/14/2020,DC,40
07/15/2020,DC,80
07/16/2020,DC,50
07/17/2020,DC,39
07/18/2020,DC,79
07/19/2020,DC,67
07/20/2020,DC,78
07/21/2020,DC,88
07/22/2020,DC,102
07/23/2020,DC,42
07/24/2020,DC,78
07/25/2020,DC,68
07/26/2020,DC,63
07/27/2020,DC,78
07/28/2020,DC,87
07/29/2020,DC,54
07/30/2020,DC,58
07/31/2020,DC,69
08/01/2020,DC,79
08/02/2020,DC,69
08/03/2020,DC,39
08/04/2020,DC,85
08/05/2020,DC,45
08/06/2020,DC,75
08/07/2020,DC,71
08/08/2020,DC,64
08/09/2020,DC,100
08/10/2020,DC,54
08/11/2020,DC,89
08/12/2020,DC,63
08/13/2020,DC,65
08/14/2020,DC,94
08/15/2020,DC,41
08/16/2020,DC,61
08/17/2020,DC,53
08/18/2020,DC,52
08/19/2020,DC,29
08/20/2020,DC,55
08/21/2020,DC,60
08/22/2020,DC,65
08/23/2020,DC,56
08/24/2020,DC,49
08/25/2020,DC,45
08/26/2020,DC,38
08/27/2020,DC,72
08/28/2020,DC,57
08/29/2020,DC,74
08/30/2020,DC,34
08/31/2020,DC,33
09/01/2020,DC,57
09/02/2020,DC,28
09/03/2020,DC,58
09/04/2020,DC,51
09/05/2020,DC,52
09/06/2020,DC,41
09/07/2020,DC,36
09/08/2020,DC,47
09/09/2020,DC,25
09/10/2020,DC,25
09/11/2020,DC,81
09/12/2020,DC,59
09/13/2020,DC,40
09/14/2020,DC,30
09/15/2020,DC,65
09/16/2020,DC,56
09/17/2020,DC,47
09/18/2020,DC,62
09/19/2020,DC,50
09/20/2020,DC,53
09/21/2020,DC,23
09/22/2020,DC,43
09/23/2020,DC,29
09/24/2020,DC,56
09/25/2020,DC,57
09/26/2020,DC,52
09/27/2020,DC,35
09/28/2020,DC,14
09/29/2020,DC,36
09/30/2020,DC,26
10/01/2020,DC,32
10/02/2020,DC,65
10/03/2020,DC,50
10/04/2020,DC,46
10/05/2020,DC,28
10/06/2020,DC,105
10/07/2020,DC,45
10/08/2020,DC,68
10/09/2020,DC,78
10/10/2020,DC,138
10/11/2020,DC,3
10/12/2020,DC,38
10/13/2020,DC,46
10/14/2020,DC,64
10/15/2020,DC,34
10/16/2020,DC,89
10/17/2020,DC,79
10/18/2020,DC,36
10/19/2020,DC,25
10/20/2020,DC,50
10/21/2020,DC,53
10/22/2020,DC,39
10/23/2020,DC,72
10/24/2020,DC,97
10/25/2020,DC,61
10/26/2020,DC,45
10/27/2020,DC,94
10/28/2020,DC,67
10/29/2020,DC,101
10/30/2020,DC,70
10/31/2020,DC,122
11/01/2020,DC,103
11/02/2020,DC,69
11/03/2020,DC,86
11/04/2020,DC,77
11/05/2020,DC,81
11/06/2020,DC,110
11/07/2020,DC,99
11/08/2020,DC,110
11/09/2020,DC,86
11/10/2020,DC,86
11/11/2020,DC,206
11/12/2020,DC,128
11/13/2020,DC,159
11/14/2020,DC,148
11/15/2020,DC,163
11/16/2020,DC,87
11/17/2020,DC,245
11/18/2020,DC,156
11/19/2020,DC,213
11/20/2020,DC,130
11/21/2020,DC,153
11/22/2020,DC,190
11/23/2020,DC,139
11/24/2020,DC,119
11/25/2020,DC,107
11/26/2020,DC,220
11/27/2020,DC,201
11/28/2020,DC,101
11/29/2020,DC,410
11/30/2020,DC,104
12/01/2020,DC,133
12/02/2020,DC,157
12/03/2020,DC,322
12/04/2020,DC,316
12/05/2020,DC,392
12/06/2020,DC,264
12/07/2020,DC,183
12/08/2020,DC,270
01/22/2020,AK,0
01/23/2020,AK,0
01/24/2020,AK,0
01/25/2020,AK,0
01/26/2020,AK,0
01/27/2020,AK,0
01/28/2020,AK,0
01/29/2020,AK,0
01/30/2020,AK,0
01/31/2020,AK,0
02/01/2020,AK,0
02/02/2020,AK,0
02/03/2020,AK,0
02/04/2020,AK,0
02/05/2020,AK,0
02/06/2020,AK,0
02/07/2020,AK,0
02/08/2020,AK,0
02/09/2020,AK,0
02/10/2020,AK,0
02/11/2020,AK,0
02/12/2020,AK,0
02/13/2020,AK,0
02/14/2020,AK,0
02/15/2020,AK,0
02/16/2020,AK,0
02/17/2020,AK,0
02/18/2020,AK,0
02/19/2020,AK,0
02/20/2020,AK,0
02/21/2020,AK,0
02/22/2020,AK,0
02/23/2020,AK,0
02/24/2020,AK,0
02/25/2020,AK,0
02/26/2020,AK,0
02/27/2020,AK,0
02/28/2020,AK,0
02/29/2020,AK,0
03/01/2020,AK,0
03/02/2020,AK,0
03/03/2020,AK,0
03/04/2020,AK,0
03/05/2020,AK,0
03/06/2020,AK,0
03/07/2020,AK,0
03/08/2020,AK,0
03/09/2020,AK,0
03/10/2020,AK,0
03/11/2020,AK,0
03/12/2020,AK,0
03/13/2020,AK,1
03/14/2020,AK,0
03/15/2020,AK,0
03/16/2020,AK,0
03/17/2020,AK,2
03/18/2020,AK,3
03/19/2020,AK,3
03/20/2020,AK,3
03/21/2020,AK,2
03/22/2020,AK,8
03/23/2020,AK,14
03/24/2020,AK,6
03/25/2020,AK,17
03/26/2020,AK,10
03/27/2020,AK,16
03/28/2020,AK,17
03/29/2020,AK,12
03/30/2020,AK,5
03/31/2020,AK,14
04/01/2020,AK,10
04/02/2020,AK,4
04/03/2020,AK,10
04/04/2020,AK,14
04/05/2020,AK,14
04/06/2020,AK,6
04/07/2020,AK,22
04/08/2020,AK,13
04/09/2020,AK,9
04/10/2020,AK,11
04/11/2020,AK,11
04/12/2020,AK,15
04/13/2020,AK,5
04/14/2020,AK,8
04/15/2020,AK,8
04/16/2020,AK,7
04/17/2020,AK,9
04/18/2020,AK,5
04/19/2020,AK,5
04/20/2020,AK,2
04/21/2020,AK,8
04/22/2020,AK,6
04/23/2020,AK,2
04/24/2020,AK,2
04/25/2020,AK,0
04/26/2020,AK,2
04/27/2020,AK,4
04/28/2020,AK,6
04/29/2020,AK,4
04/30/2020,AK,0
05/01/2020,AK,9
05/02/2020,AK,1
05/03/2020,AK,3
05/04/2020,AK,2
05/05/2020,AK,1
05/06/2020,AK,1
05/07/2020,AK,2
05/08/2020,AK,3
05/09/2020,AK,1
05/10/2020,AK,1
05/11/2020,AK,2
05/12/2020,AK,2
05/13/2020,AK,0
05/14/2020,AK,4
05/15/2020,AK,1
05/16/2020,AK,4
05/17/2020,AK,4
05/18/2020,AK,3
05/19/2020,AK,0
05/20/2020,AK,3
05/21/2020,AK,0
05/22/2020,AK,2
05/23/2020,AK,4
05/24/2020,AK,0
05/25/2020,AK,1
05/26/2020,AK,2
05/27/2020,AK,1
05/28/2020,AK,13
05/29/2020,AK,5
05/30/2020,AK,4
05/31/2020,AK,26
06/01/2020,AK,7
06/02/2020,AK,20
06/03/2020,AK,18
06/04/2020,AK,8
06/05/2020,AK,11
06/06/2020,AK,12
06/07/2020,AK,8
06/08/2020,AK,19
06/09/2020,AK,10
06/10/2020,AK,20
06/11/2020,AK,17
06/12/2020,AK,15
06/13/2020,AK,29
06/14/2020,AK,7
06/15/2020,AK,3
06/16/2020,AK,12
06/17/2020,AK,20
06/18/2020,AK,12
06/19/2020,AK,15
06/20/2020,AK,20
06/21/2020,AK,12
06/22/2020,AK,6
06/23/2020,AK,17
06/24/2020,AK,14
06/25/2020,AK,24
06/26/2020,AK,20
06/27/2020,AK,18
06/28/2020,AK,29
06/29/2020,AK,21
06/30/2020,AK,36
07/01/2020,AK,38
07/02/2020,AK,39
07/03/2020,AK,46
07/04/2020,AK,48
07/05/2020,AK,27
07/06/2020,AK,28
07/07/2020,AK,18
07/08/2020,AK,42
07/09/2020,AK,46
07/10/2020,AK,51
07/11/2020,AK,62
07/12/2020,AK,94
07/13/2020,AK,60
07/14/2020,AK,40
07/15/2020,AK,52
07/16/2020,AK,62
07/17/2020,AK,40
07/18/2020,AK,62
07/19/2020,AK,79
07/20/2020,AK,75
07/21/2020,AK,92
07/22/2020,AK,91
07/23/2020,AK,60
07/24/2020,AK,57
07/25/2020,AK,89
07/26/2020,AK,186
07/27/2020,AK,98
07/28/2020,AK,107
07/29/2020,AK,68
07/30/2020,AK,81
07/31/2020,AK,112
08/01/2020,AK,146
08/02/2020,AK,144
08/03/2020,AK,61
08/04/2020,AK,53
08/05/2020,AK,55
08/06/2020,AK,35
08/07/2020,AK,52
08/08/2020,AK,77
08/09/2020,AK,98
08/10/2020,AK,64
08/11/2020,AK,46
08/12/2020,AK,60
08/13/2020,AK,82
08/14/2020,AK,110
08/15/2020,AK,83
08/16/2020,AK,103
08/17/2020,AK,50
08/18/2020,AK,62
08/19/2020,AK,67
08/20/2020,AK,82
08/21/2020,AK,68
08/22/2020,AK,89
08/23/2020,AK,64
08/24/2020,AK,69
08/25/2020,AK,33
08/26/2020,AK,52
08/27/2020,AK,80
08/28/2020,AK,117
08/29/2020,AK,90
08/30/2020,AK,44
08/31/2020,AK,37
09/01/2020,AK,35
09/02/2020,AK,66
09/03/2020,AK,102
09/04/2020,AK,120
09/05/2020,AK,93
09/06/2020,AK,86
09/07/2020,AK,33
09/08/2020,AK,35
09/09/2020,AK,63
09/10/2020,AK,124
09/11/2020,AK,93
09/12/2020,AK,103
09/13/2020,AK,62
09/14/2020,AK,75
09/15/2020,AK,42
09/16/2020,AK,49
09/17/2020,AK,105
09/18/2020,AK,109
09/19/2020,AK,85
09/20/2020,AK,93
09/21/2020,AK,70
09/22/2020,AK,44
09/23/2020,AK,54
09/24/2020,AK,128
09/25/2020,AK,122
09/26/2020,AK,113
09/27/2020,AK,114
09/28/2020,AK,116
09/29/2020,AK,124
09/30/2020,AK,103
10/01/2020,AK,124
10/02/2020,AK,126
10/03/2020,AK,143
10/04/2020,AK,188
10/05/2020,AK,208
10/06/2020,AK,139
10/07/2020,AK,126
10/08/2020,AK,127
10/09/2020,AK,177
10/10/2020,AK,249
10/11/2020,AK,255
10/12/2020,AK,191
10/13/2020,AK,151
10/14/2020,AK,143
10/15/2020,AK,152
10/16/2020,AK,226
10/17/2020,AK,211
10/18/2020,AK,220
10/19/2020,AK,202
10/20/2020,AK,211
10/21/2020,AK,212
10/22/2020,AK,232
10/23/2020,AK,281
10/24/2020,AK,371
10/25/2020,AK,523
10/26/2020,AK,348
10/27/2020,AK,382
10/28/2020,AK,355
10/29/2020,AK,359
10/30/2020,AK,381
10/31/2020,AK,437
11/01/2020,AK,348
11/02/2020,AK,350
11/03/2020,AK,388
11/04/2020,AK,404
11/05/2020,AK,308
11/06/2020,AK,525
11/07/2020,AK,601
11/08/2020,AK,518
11/09/2020,AK,471
11/10/2020,AK,525
11/11/2020,AK,495
11/12/2020,AK,481
11/13/2020,AK,587
11/14/2020,AK,739
11/15/2020,AK,648
11/16/2020,AK,578
11/17/2020,AK,634
11/18/2020,AK,545
11/19/2020,AK,490
11/20/2020,AK,460
11/21/2020,AK,675
11/22/2020,AK,543
11/23/2020,AK,498
11/24/2020,AK,584
11/25/2020,AK,670
11/26/2020,AK,553
11/27/2020,AK,662
11/28/2020,AK,650
11/29/2020,AK,612
11/30/2020,AK,507
12/01/2020,AK,511
12/02/2020,AK,697
12/03/2020,AK,760
12/04/2020,AK,750
12/05/2020,AK,922
12/06/2020,AK,757
12/07/2020,AK,476
12/08/2020,AK,562
01/22/2020,HI,0
01/23/2020,HI,0
01/24/2020,HI,0
01/25/2020,HI,0
01/26/2020,HI,0
01/27/2020,HI,0
01/28/2020,HI,0
01/29/2020,HI,0
01/30/2020,HI,0
01/31/2020,HI,0
02/01/2020,HI,0
02/02/2020,HI,0
02/03/2020,HI,0
02/04/2020,HI,0
02/05/2020,HI,0
02/06/2020,HI,0
02/07/2020,HI,0
02/08/2020,HI,0
02/09/2020,HI,0
02/10/2020,HI,0
02/11/2020,HI,0
02/12/2020,HI,0
02/13/2020,HI,0
02/14/2020,HI,0
02/15/2020,HI,0
02/16/2020,HI,0
02/17/2020,HI,0
02/18/2020,HI,0
02/19/2020,HI,0
02/20/2020,HI,0
02/21/2020,HI,0
02/22/2020,HI,0
02/23/2020,HI,0
02/24/2020,HI,0
02/25/2020,HI,0
02/26/2020,HI,0
02/27/2020,HI,0
02/28/2020,HI,0
02/29/2020,HI,0
03/01/2020,HI,0
03/02/2020,HI,0
03/03/2020,HI,0
03/04/2020,HI,0
03/05/2020,HI,1
03/08/2020,HI,1
03/13/2020,HI,2
03/14/2020,HI,3
03/15/2020,HI,3
03/16/2020,HI,1
03/17/2020,HI,5
03/18/2020,HI,6
03/19/2020,HI,17
03/20/2020,HI,10
03/21/2020,HI,10
03/22/2020,HI,20
03/23/2020,HI,14
03/24/2020,HI,9
03/25/2020,HI,17
03/26/2020,HI,17
03/27/2020,HI,35
03/28/2020,HI,28
03/29/2020,HI,31
03/30/2020,HI,22
03/31/2020,HI,31
04/01/2020,HI,28
04/02/2020,HI,39
04/03/2020,HI,23
04/04/2020,HI,15
04/05/2020,HI,18
04/06/2020,HI,22
04/07/2020,HI,21
04/08/2020,HI,9
04/09/2020,HI,11
04/10/2020,HI,20
04/11/2020,HI,14
04/12/2020,HI,4
04/13/2020,HI,6
04/14/2020,HI,11
04/15/2020,HI,11
04/16/2020,HI,9
04/17/2020,HI,20
04/18/2020,HI,8
04/19/2020,HI,4
04/20/2020,HI,2
04/21/2020,HI,6
04/22/2020,HI,5
04/23/2020,HI,3
04/24/2020,HI,2
04/25/2020,HI,2
04/26/2020,HI,1
04/27/2020,HI,1
04/28/2020,HI,4
04/29/2020,HI,4
04/30/2020,HI,1
05/02/2020,HI,3
05/03/2020,HI,1
05/04/2020,HI,3
05/05/2020,HI,1
05/06/2020,HI,2
05/08/2020,HI,2
05/09/2020,HI,1
05/10/2020,HI,2
05/11/2020,HI,1
05/12/2020,HI,3
05/15/2020,HI,2
05/16/2020,HI,1
05/18/2020,HI,1
05/19/2020,HI,1
05/20/2020,HI,4
05/22/2020,HI,1
05/27/2020,HI,2
05/28/2020,HI,3
05/29/2020,HI,3
06/01/2020,HI,1
06/02/2020,HI,1
06/03/2020,HI,1
06/04/2020,HI,6
06/05/2020,HI,8
06/06/2020,HI,1
06/07/2020,HI,1
06/08/2020,HI,6
06/09/2020,HI,4
06/10/2020,HI,6
06/11/2020,HI,15
06/12/2020,HI,17
06/13/2020,HI,5
06/14/2020,HI,8
06/15/2020,HI,3
06/16/2020,HI,5
06/17/2020,HI,18
06/18/2020,HI,26
06/19/2020,HI,12
06/20/2020,HI,10
06/21/2020,HI,4
06/22/2020,HI,3
06/23/2020,HI,13
06/24/2020,HI,15
06/25/2020,HI,16
06/26/2020,HI,6
06/27/2020,HI,26
06/28/2020,HI,2
06/29/2020,HI,18
06/30/2020,HI,7
07/01/2020,HI,20
07/02/2020,HI,28
07/03/2020,HI,24
07/04/2020,HI,25
07/05/2020,HI,7
07/06/2020,HI,41
07/07/2020,HI,22
07/08/2020,HI,34
07/09/2020,HI,27
07/10/2020,HI,41
07/11/2020,HI,20
07/12/2020,HI,20
07/13/2020,HI,22
07/14/2020,HI,28
07/15/2020,HI,19
07/16/2020,HI,23
07/17/2020,HI,19
07/18/2020,HI,28
07/19/2020,HI,12
07/20/2020,HI,24
